index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_SD,days_ps,days_cat,yrs_ps,stroke_type,nihss_base,mmse_base,mMmse_base,fim_base,brunstrom_base,frenchay_base,fac_base,barthel_base,mBarthel_base,motricity_base,BBS_base,BBT_base,gcs_base,MAS_base,sis_base,rivermead_base,ashworth_base,mAshworth_base,rankin_base,bdi_base,cesd_base,ops_base,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,fu_g,term_Vd,fu_Vd,term_Vg,fu_Vg,chck2,notes,therapy_bucket,norm_rescale_factor,norm_rescaled,transcription_corrected,row_score,fam_pref,sigma_F_imputed,term_g_used,term_g_derived,final_scale,unit_role,exclusion_reason,implied_dist_m,age_sd_imputed,dose_imputed,pooled_sd_metadata
3,2,ada2003,ada,2003,ctrl,3,low intensity home exercise,http://www.ncbi.nlm.nih.gov/pubmed/14586916,australia,new south wales,sydney,,14.5,,,28.0,49.0,66.0,11.0,780.0,>1year,2.136986301,0,,,,,,,,,,,,,,,,,,,,,,,0.0,10mwt SSV,le,,speed,lohse,0.0,0.0,14,0.53,0.3,,14.0,0.56,0.3,0.0,0.0,13.0,0.64,0.29,0.5,0.03,0.3,0.11,0.295242273,0.1,0.372575373,0.941176471,0.094117647,0.350659174,0.071785714,0.076386157,0.06358873,0.067663863,Yes,,FES / e-stim,1.0,False,False,7,3,False,0.094117647,False,Gait_speed,native,,10.0,False,True,0.3
4,2,ada2003,ada,2003,exp,4,overground and treadmill walking,http://www.ncbi.nlm.nih.gov/pubmed/14586916,australia,new south wales,sydney,6.0,6.0,6.0,1.0,28.0,49.0,66.0,11.0,840.0,>1year,2.301369863,0,,,,,,,,,,,,,,,,,,,,,,,1.0,10mwt SSV,le,,speed,lohse,0.0,0.0,13,0.62,0.24,,11.0,0.75,0.26,0.0,0.0,13.0,0.83,0.26,0.5,0.13,0.249289901,0.21,0.25019992,0.521481214,0.839328805,0.936170213,0.488195179,0.785754626,0.08738241,0.104018186,0.076583226,0.091163064,Yes,,Treadmill / BWSTT,1.0,False,False,7,3,False,0.488195179,False,Gait_speed,native,,10.0,False,False,0.2501999200639361
14,6,bale2008,bale,2008,ctrl,12,training as usual,http://www.ncbi.nlm.nih.gov/pubmed/18955423,norway,,Førde,16.67,16.67,16.67,1.0,28.0,,64.9,10.4,32.0,<90days,0.087671233,1,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed SSV,le,,speed,lohse,0.0,1.0,10,0.38,0.3,,10.0,0.46,0.3,,,,,,0.5,0.08,0.3,,0.3,0.266666667,,0.914285714,0.243809524,,0.103555556,,0.086563991,,,,Conventional / standard,1.0,False,False,7,3,False,0.243809524,False,Gait_speed,native,,10.0,True,False,0.3
15,6,bale2008,bale,2008,exp,13,functional strength training,http://www.ncbi.nlm.nih.gov/pubmed/18955423,norway,,Førde,16.67,16.67,16.67,1.0,28.0,,60.8,10.2,49.4,<90days,0.135342466,1,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed SSV,le,,speed,lohse,0.0,1.0,8,0.13,0.2,,8.0,0.36,0.2,,,,,,0.5,0.23,0.2,,0.2,1.15,,0.888888889,1.022222222,,0.20765625,,0.164074074,,,,Strength / resistance,1.0,False,False,7,3,False,1.022222222,False,Gait_speed,native,,10.0,True,False,0.2
52,20,cho2013,cho,2013,ctrl,42,treadmill training + conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23598900,south korea,,seoul,33.0,33.0,33.0,1.0,42.0,,65.14,4.74,312.0,<1year,0.854794521,1,,26.14,,,2.57,,,,,,,,,,,,,,,,,,1.0,gait speed,le,,speed,USU,0.0,0.0,7,52.05,18.04,0.0,7.0,61.8,20.64,,,,,,0.5,9.75,19.38364259,,18.04,0.503001433,,0.869565217,0.43739255,,0.160929317,,0.121685684,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,0.43739255,False,Gait_speed,time,,10.0,False,False,19.38364258853325
53,20,cho2013,cho,2013,exp,43,virtual reality walking + conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23598900,south korea,,seoul,33.0,33.0,33.0,1.0,42.0,,64.57,4.35,288.28,<1year,0.789808219,1,,26.71,,,2.85,,,,,,,,,,,,,,,,,,1.0,gait speed,le,,speed,USU,0.0,0.0,7,54.27,16.18,0.0,7.0,79.67,13.91,,,,,,0.5,25.4,15.08775165,,16.18,1.683484762,,0.869565217,1.463899793,,0.345294353,,0.261092138,,,,Virtual reality,1.0,False,False,7,3,False,1.463899793,False,Gait_speed,time,,10.0,False,False,15.087751654902064
57,22,cooke2010,cooke,2010,ctrl,47,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/19704158,uk,norfolk,norwich,9.2,9.2,9.2,1.0,42.0,84.0,66.4,10.4,36.76,<90days,0.100712329,1,,,,,,,,,,>28,,,,,,29.4,,,,,,,7.0,10mwt,le,,speed,lohse,1.0,1.0,38,0.17,0.224,,31.0,0.3,0.35,0.0,0.0,24.0,0.44,0.39,0.5,0.13,0.287332352,0.27,0.298742141,0.45243774,0.903789466,0.979591837,0.443204317,0.885344783,0.029009209,0.037063624,0.027837242,0.035566259,Yes,,Conventional / standard,1.0,False,False,7,3,False,0.443204317,False,Gait_speed,native,,10.0,True,False,0.293833286065415
58,22,cooke2010,cooke,2010,exp,48,CPT+CPT,http://www.ncbi.nlm.nih.gov/pubmed/19704158,uk,norfolk,norwich,23.0,23.0,23.0,1.0,42.0,84.0,67.5,10.4,32.43,<90days,0.088849315,1,,,,,,,,,,>28,,,,,,28.9,,,,,,,3.0,10mwt,le,,speed,lohse,1.0,1.0,35,0.27,0.36,,32.0,0.55,0.49,0.0,0.0,28.0,0.59,0.48,0.5,0.28,0.426966041,0.32,0.417392373,0.65578986,0.766664703,0.977777778,0.641216752,0.749627709,0.034715148,0.036968211,0.033189396,0.035343435,Yes,,Conventional / standard,1.0,False,False,7,3,False,0.641216752,False,Gait_speed,native,,10.0,True,False,0.4299418565341132
59,22,cooke2010,cooke,2010,exp,49,CPT+FST,http://www.ncbi.nlm.nih.gov/pubmed/19704158,uk,norfolk,norwich,23.5,23.5,23.5,1.0,42.0,84.0,71.2,10.4,33.86,<90days,0.092767123,1,,,,,,,,,,>28,,,,,,30.3,,,,,,,0.0,10mwt,le,,speed,lohse,1.0,1.0,36,0.23,0.29,,36.0,0.42,0.39,0.0,0.0,29.0,0.46,0.37,0.5,0.19,0.343656806,0.23,0.327973576,0.552877164,0.701276007,0.978417266,0.540944563,0.686140554,0.032023238,0.034608167,0.030655857,0.03313041,Yes,,Conventional / standard,1.0,False,False,7,3,False,0.540944563,False,Gait_speed,native,,10.0,True,False,0.3436568055487917
80,30,dean/ada2010/2010,dean/ada,2010/2010,exp,64,treadmill walking,http://www.ncbi.nlm.nih.gov/pubmed/20482476,australia,,sydney,,17.05,,,180.0,,70.0,9.0,18.0,<90days,0.049315068,0,,,,,,,,,,,,,,3.1,,,0,,,,,,4.0,10mwt,le,,speed,lohse,1.0,1.0,38,0.0,0.0,,38.0,0.57,0.36,0.0,,,,,0.5,0.57,0.36,,,1.583333333,,0.979591837,1.551020408,,0.059301901,,0.056906114,,Yes,0 SD at baseline (non-abulatory patients),Treadmill / BWSTT,1.0,False,False,7,3,False,1.551020408,False,Gait_speed,native,,10.0,False,True,0.2545584412271571
81,30,dean/ada2010/2010,dean/ada,2010/2010,ctrl,65,overground walking,http://www.ncbi.nlm.nih.gov/pubmed/20482476,australia,,sydney,,17.7,,,180.0,,71.0,9.0,18.0,<90days,0.049315068,0,,,,,,,,,,,,,,2.9,,,0,,,,,,2.0,10mwt,le,,speed,lohse,1.0,1.0,32,0.0,0.0,,32.0,0.47,0.28,0.0,,,,,0.5,0.47,0.28,,,1.678571429,,0.975609756,1.637630662,,0.075275032,,0.071647859,,Yes,0 SD at baseline (non-abulatory patients),Overground / gait training,1.0,False,False,7,3,False,1.637630662,False,Gait_speed,native,,10.0,False,True,0.19798989873223333
86,32,di lauro2003,di lauro,2003,ctrl,68,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/14586603,italy,,naples,10.5,10.5,10.5,1.0,14.0,180.0,67.6,9.645,1.0,<90days,0.002739726,1,10.6,,,,,,,1.4,,,,,,,,,,,,,,,3.0,bartel,,,,lohse,0.0,0.0,29,7.5,7.5,,26.0,16.0,13.0,0.0,0.0,22.0,38.5,15.0,0.5,1.7,2.092213777,6.2,2.267786838,0.812536471,2.733943021,0.972972973,0.790576026,2.66005267,0.045865785,0.16335249,0.043420056,0.154641949,Yes,,Conventional / standard,5.0,True,False,7,0,False,0.790576026,False,Barthel,native,,,True,False,10.612492638395562
87,32,di lauro2003,di lauro,2003,exp,69,CPT + CPT,http://www.ncbi.nlm.nih.gov/pubmed/14586603,italy,,naples,28.0,28.0,28.0,1.0,14.0,180.0,69.3,9.645,1.0,<90days,0.002739726,1,10.8,,,,,,,1.5,,,,,,,,,,,,,,,4.0,bartel,,,,lohse,0.0,0.0,31,7.0,7.0,,27.0,16.0,10.0,0.0,0.0,24.0,40.0,14.0,0.5,1.8,1.705034562,6.6,2.124075826,1.055697075,3.107233706,0.974789916,1.029082863,3.028900083,0.050233812,0.187982279,0.04773294,0.178623653,Yes,,Conventional / standard,5.0,True,False,7,0,False,1.029082863,False,Barthel,native,,,True,False,8.631338250816034
96,34,dobkin2010,dobkin,2010,ctrl,72,conventional training,http://www.ncbi.nlm.nih.gov/pubmed/20164411,usa,CA,los angeles,,20.0,,,42.8,132.8,65.1,10.4,30.2,<90days,0.082739726,0,6.6,,,,,,>4,,,,,,,,,,,,>2,,,,7.0,gait speed SSV,le,,speed,lohse,1.0,0.0,91,0.46,0.34,,84.0,0.72,0.44,,,,,,0.5,0.26,0.391180221,,0.34,0.664655282,,0.991643454,0.659101059,,0.0134163,,0.013193009,,,,Conventional / standard,1.0,False,False,7,3,False,0.659101059,False,Gait_speed,native,,10.0,True,True,0.39319206502675
97,34,dobkin2010,dobkin,2010,exp,73,conventional gait training plus augmented feedback,http://www.ncbi.nlm.nih.gov/pubmed/20164411,usa,CA,los angeles,,17.7,,,40.4,130.4,62.9,8.100000000000001,27.3,<90days,0.074794521,0,6.4,,,,,,>4,,,,,,,,,,,,>2,,,,10.0,gait speed SSV,le,,speed,lohse,1.0,0.0,88,0.45,0.37,,78.0,0.91,0.57,,,,,,0.5,0.46,0.474519012,,0.37,0.969402676,,0.991354467,0.961021673,,0.016703077,,0.016415511,,,,Overground / gait training,1.0,False,False,7,3,False,0.961021673,False,Gait_speed,native,,10.0,True,True,0.48052055106935854
131,41,eich2004,eich,2004,exp,89,treadmill walking + conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/15473116,germany,,berlin,30.0,30.0,30.0,3.0,42.0,84.0,62.4,6.0,42.7,<90days,0.116986301,1,,,,,,,,,67.8,,,,,,,,,,,,,,0.0,10mwt,le,,speed,lohse,0.0,1.0,25,0.4,0.17,,25.0,0.71,0.3,0.0,0.0,24.0,0.77,0.35,0.5,0.31,0.243823707,0.37,0.273320792,1.271410414,1.353720649,0.968421053,1.231260611,1.310971576,0.072329689,0.076651192,0.067833627,0.071886503,Yes,,Treadmill / BWSTT,1.0,False,False,7,3,False,1.231260611,False,Gait_speed,native,,10.0,False,False,0.24382370680473217
132,41,eich2004,eich,2004,ctrl,90,conventional therapy dosage matched to exp group,http://www.ncbi.nlm.nih.gov/pubmed/15473116,germany,,berlin,30.0,30.0,30.0,3.0,42.0,84.0,64.0,4.8,65.6,<90days,0.179726027,1,,,,,,,,,65.6,,,,,,,,,,,,,,0.0,10mwt,le,,speed,lohse,0.0,1.0,25,0.44,0.22,,25.0,0.6,0.22,0.0,0.0,25.0,0.58,0.22,0.5,0.16,0.22,0.14,0.22,0.727272727,0.636363636,0.968421053,0.70430622,0.616267943,0.050578512,0.048099174,0.047434518,0.045109297,Yes,,Conventional / standard,1.0,False,False,7,3,False,0.70430622,False,Gait_speed,native,,10.0,False,False,0.22
153,46,fuzaro2011,fuzaro,2011,exp,99,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/22378476,brasil,,sao paulo,39.67,28.17,16.67,1.0,28.0,90.0,54.15,12.94,587.1,>1year,1.608493151,1,,,,,,,,,,,51.83,,,,42.63,,,,,,,,10.0,10mwt,le,,speed,USU,0.0,0.0,19,100.0,0.0,0.0,19.0,70.58,15.69,0.0,0.0,19.0,64.47,5.36,0.5,-29.42,15.69,-35.53,5.36,1.875079669,6.628731343,0.957746479,1.79585095,6.348644103,0.145155889,1.208949453,0.133148349,1.108943121,,,CIMT,1.0,False,False,7,3,False,1.79585095,False,Gait_speed,time,,10.0,False,False,11.094505396816931
154,46,fuzaro2011,fuzaro,2011,exp,100,modified forced use therapy,http://www.ncbi.nlm.nih.gov/pubmed/22378476,brasil,,sao paulo,23.0,11.5,0.0,1.0,28.0,90.0,57.8,15.65,924.9,>1year,2.533972603,1,,,,,,,,,,,45.0,,,,48.61,,,,,,,,12.0,10mwt,le,,speed,USU,0.0,0.0,18,100.0,0.0,0.0,18.0,84.98,9.44,0.0,0.0,18.0,81.06,19.17,0.5,-15.02,9.44,-18.94,19.17,1.591101695,0.988002087,0.955223881,1.519858335,0.943763187,0.125877906,0.082670781,0.11485763,0.075433174,,,CIMT,1.0,False,False,7,3,False,1.519858335,False,Gait_speed,time,,10.0,False,False,6.675088014401008
163,49,gelber1995,gelber,1995,ctrl,105,traditional therapy,http://nnr.sagepub.com/content/9/4/191.abstract,usa,,springfield,,30.0,,,25.2,180.0,69.8,10.05,13.8,<90days,0.037808219,0,,,,82.1,,,,,,,,14.6,,,,,,,,,,,0.0,fim,,,,lohse,0.0,0.0,12,82.1,20.1,,12.0,105.3,16.6,,,12.0,117.5,12.1,0.5,23.2,18.43325799,35.4,16.58945448,1.258594656,2.133885719,0.930232558,1.170785727,1.985009971,0.149335855,0.273061178,0.129225185,0.236288742,Yes,,Conventional / standard,1.0,False,False,7,2,False,1.170785727,False,FIM_Total,native,,,False,True,18.433257986585012
164,49,gelber1995,gelber,1995,exp,106,neurodevelopmental therapy,http://nnr.sagepub.com/content/9/4/191.abstract,usa,,springfield,,0.0,,,27.3,180.0,73.8,7.74,11.3,<90days,0.030958904,0,,,,77.9,,,,,,,,5.5,,,,,,,,,,,0.0,fim,,,,lohse,0.0,0.0,15,77.9,14.7,,15.0,101.2,14.7,,,15.0,106.9,16.3,0.5,23.3,14.7,29.0,15.52063143,1.585034014,1.868480682,0.945454545,1.498577613,1.766563554,0.150411094,0.183040669,0.134450115,0.163617179,Yes,,Other / unclassified,1.0,False,False,7,2,False,1.498577613,False,FIM_Total,native,,,False,True,14.7
177,53,green2002,green,2002,exp,113,community physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/11812553,uk,,bradford,,20.0,,,90.0,270.0,71.5,10.4,365.0,,1.0,0,,,,,,10.0,,18,,,,,,,,10.0,,,,,,,7.0,gait speed SSV,le,,speed,lohse,1.0,1.0,83,23.2,10.1,,83.0,25.5,12.6,,,83.0,25.4,14.5,0.5,2.3,11.41862514,2.2,12.49519908,0.201425301,0.176067623,0.990825688,0.199577362,0.174452324,0.012292603,0.012234939,0.012068086,0.012011474,Yes,,Conventional / standard,1.0,False,False,7,3,False,0.199577362,False,Gait_speed,time,,10.0,True,True,11.41862513615365
178,53,green2002,green,2002,ctrl,114,no treatment?,http://www.ncbi.nlm.nih.gov/pubmed/11812553,uk,,bradford,,0.0,,,90.0,270.0,73.5,8.2,365.0,,1.0,0,,,,,,13.0,,18,,,,,,,,10.0,,,,,,,8.0,gait speed SSV,le,,speed,lohse,1.0,1.0,85,24.4,12.4,,85.0,24.9,13.8,,,85.0,25.8,13.6,0.5,0.5,13.11868896,1.4,13.01383879,0.038113565,0.107577789,0.991044776,0.037772249,0.106614406,0.011773251,0.011832782,0.011563331,0.011621801,Yes,,No treatment / control,1.0,False,False,7,3,False,0.037772249,False,Gait_speed,time,,10.0,True,True,13.118688958886098
198,60,hornby2008,hornby,2008,exp,128,robot assisted gait training,http://www.ncbi.nlm.nih.gov/pubmed/18467648,usa,IL,chicago,6.0,6.0,6.0,3.0,,,57.0,10.0,1500.0,>1year,4.109589041,1,,,,,,,,,,,,,,,,,,0.8,,,13,,4.0,gait speed SSV,le,,speed,lohse,1.0,0.0,24,0.45,0.19,,24.0,0.52,0.21,,,24.0,0.5,0.21,0.5,0.07,0.200249844,0.05,0.200249844,0.349563319,0.249688085,0.967032967,0.338039253,0.241456609,0.044212386,0.042965503,0.041345334,0.040179309,,"This study conducted an ""on-protocol"" analysis, continuing to randomize participants as old participants withdrew, until there were 24 in each condition",Robot-assisted,1.0,False,False,7,3,False,0.338039253,False,Gait_speed,native,,10.0,False,False,0.20024984394500786
199,60,hornby2008,hornby,2008,ctrl,129,"usual care, therapist assisted gait training",http://www.ncbi.nlm.nih.gov/pubmed/18467648,usa,IL,chicago,6.0,6.0,6.0,3.0,,,57.0,11.0,2190.0,>1year,6.0,1,,,,,,,,,,,,,,,,,,1,,,9.6,,10.0,gait speed SSV,le,,speed,lohse,1.0,0.0,24,0.43,0.22,,24.0,0.56,0.28,,,24.0,0.52,0.25,0.5,0.13,0.251793566,0.09,0.235478237,0.516295956,0.382200925,0.967032967,0.49927521,0.369600895,0.047220032,0.044709949,0.044157943,0.041810632,,"This study conducted an ""on-protocol"" analysis, continuing to randomize participants as old participants withdrew, until there were 24 in each condition",Overground / gait training,1.0,False,False,7,3,False,0.49927521,False,Gait_speed,native,,10.0,False,False,0.25179356624028343
212,64,hui chan2009,hui chan,2009,ctrl,138,no treatment?,http://www.ncbi.nlm.nih.gov/pubmed/19509438,china,,hong kong,0.0,0.0,0.0,1.0,28.0,56.0,56.6,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed 4.6m,le,,speed,lohse,0.0,1.0,29,0.589,0.249,,29.0,0.609,0.248,,,29.0,0.612,0.242,0.5,0.02,0.248500503,0.023,0.245524948,0.080482734,0.093676835,0.972972973,0.078307525,0.091145029,0.034594439,0.034634058,0.032749739,0.032787245,,,No treatment / control,1.0,False,False,7,3,False,0.078307525,False,Gait_speed,native,,4.6,False,False,0.24850050301759954
213,64,hui chan2009,hui chan,2009,exp,139,transcutaneous electrical stim only,http://www.ncbi.nlm.nih.gov/pubmed/19509438,china,,hong kong,0.0,0.0,0.0,1.0,28.0,56.0,56.6,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed 4.6m,le,,speed,lohse,0.0,1.0,28,0.577,0.263,,28.0,0.649,0.289,,,28.0,0.612,0.273,0.5,0.072,0.27630599,0.035,0.268046638,0.26058067,0.130574292,0.971962617,0.25327467,0.126913331,0.036926827,0.036018744,0.034885191,0.034027315,,,FES / e-stim,1.0,False,False,7,3,False,0.25327467,False,Gait_speed,native,,4.6,False,False,0.2763059898011623
214,64,hui chan2009,hui chan,2009,exp,140,placebo stim + task specific training,http://www.ncbi.nlm.nih.gov/pubmed/19509438,china,,hong kong,20.0,20.0,20.0,1.0,28.0,56.0,56.6,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed 4.6m,le,,speed,lohse,0.0,1.0,25,0.507,0.245,,25.0,0.606,0.297,,,25.0,0.613,0.286,0.5,0.099,0.272244376,0.106,0.266290255,0.363643876,0.398061882,0.968421053,0.352160385,0.385491506,0.042644737,0.043169065,0.039993912,0.040485647,,,Task-specific / repetitive,1.0,False,False,7,3,False,0.352160385,False,Gait_speed,native,,4.6,False,False,0.27224437551582215
215,64,hui chan2009,hui chan,2009,exp,141,STIM + task specific training,http://www.ncbi.nlm.nih.gov/pubmed/19509438,china,,hong kong,20.0,20.0,20.0,1.0,28.0,56.0,56.6,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0.0,gait speed 4.6m,le,,speed,lohse,0.0,1.0,27,0.479,0.268,,27.0,0.666,0.325,,,27.0,0.702,0.327,0.5,0.187,0.297866581,0.223,0.298959027,0.627797853,0.745921613,0.970873786,0.609512479,0.724195741,0.044335743,0.047340723,0.04179069,0.044623172,,,Task-specific / repetitive,1.0,False,False,7,3,False,0.609512479,False,Gait_speed,native,,4.6,False,False,0.29786658087136936
228,66,huseman2007,huseman,2007,ctrl,146,conventional physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/17204680,germany,,bad aibling,20.0,20.0,20.0,1.0,28.0,,57.0,10.4,89.0,<90days,0.243835616,1,,,,,,,,,,,,,,,,,,,,,,,0.0,10mwt,le,,speed,lohse,1.0,1.0,14,0.12,0.11,,14.0,0.2,0.19,,,,,,0.5,0.08,0.155241747,,0.11,0.515325301,,0.941176471,0.485012048,,0.080912863,,0.071673678,,,,Conventional / standard,1.0,False,False,7,3,False,0.485012048,False,Gait_speed,native,,10.0,True,False,0.15524174696260024
229,66,huseman2007,huseman,2007,exp,147,lokomat gait training,http://www.ncbi.nlm.nih.gov/pubmed/17204680,germany,,bad aibling,20.0,20.0,20.0,1.0,28.0,,60.0,13.45,79.0,<90days,0.216438356,1,,,,,,,,,,,,,,,,,,,,,,,2.0,10mwt,le,,speed,lohse,1.0,1.0,16,0.14,0.08,,16.0,0.2,0.12,,,,,,0.5,0.06,0.10198039,,0.08,0.588348405,,0.949152542,0.558432385,,0.073317308,,0.06605087,,,,Robot-assisted,1.0,False,False,7,3,False,0.558432385,False,Gait_speed,native,,10.0,True,False,0.1019803902718557
257,77,kang2012,kang,2012,ctrl,168,CPT + stretching,http://www.ncbi.nlm.nih.gov/pubmed/21971754,south korea,,seoul,,20.0,,,28.0,,56.1,7.8,453.0,>1year,1.24109589,1,,24.7,,,>4,,,,,,,,,,,,,,,,,,0.0,10mwt,le,,speed,USU,0.0,0.0,10,0.5,0.1,0.0,10.0,0.5,0.1,,,,,,0.5,0.0,0.1,,0.1,0.0,,0.914285714,0.0,,0.1,,0.083591837,,,,Conventional / standard,1.0,False,False,7,3,False,0.0,False,Gait_speed,native,,10.0,False,True,0.1
258,77,kang2012,kang,2012,exp,169,CPT + treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/21971754,south korea,,seoul,,17.05,,,28.0,,56.3,7.6,405.0,>1year,1.109589041,1,,23.7,,,>4,,,,,,,,,,,,,,,,,,1.0,10mwt,le,,speed,USU,0.0,0.0,10,0.5,0.2,0.0,10.0,0.5,0.2,,,,,,0.5,0.0,0.2,,0.2,0.0,,0.914285714,0.0,,0.1,,0.083591837,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,0.0,False,Gait_speed,native,,10.0,False,True,0.2
259,77,kang2012,kang,2012,exp,170,CPT + treadmill training with optic flow information,http://www.ncbi.nlm.nih.gov/pubmed/21971754,south korea,,seoul,,17.05,,,28.0,,55.9,6.5,423.0,>1year,1.15890411,1,,24.2,,,>4,,,,,,,,,,,,,,,,,,1.0,10mwt,le,,speed,USU,0.0,0.0,10,0.5,0.2,0.0,10.0,0.7,0.2,,,,,,0.5,0.2,0.2,,0.2,1.0,,0.914285714,0.914285714,,0.15,,0.125387755,,,,Treadmill / BWSTT,1.0,False,False,7,3,False,0.914285714,False,Gait_speed,native,,10.0,False,True,0.2
272,81,kim2009,kim,2009,ctrl,178,CPT,http://www.ncbi.nlm.nih.gov/pubmed/19692788,south korea,,seoul,10.72,10.72,10.72,1.0,28.0,,51.75,7.09,727.5,>1year,1.993150685,0,,,,,,,,,,,,,,,,,,,,,,,0.0,10mwt,le,,speed,USU,0.0,0.0,12,44.45,10.1,0.0,12.0,46.75,13.07,,,,,,0.5,2.3,11.6797881,,10.1,0.196921381,,0.930232558,0.18318268,,0.084949085,,0.073509213,,,,Conventional / standard,1.0,False,False,7,3,False,0.18318268,False,Gait_speed,time,,10.0,False,False,11.679788097392864
273,81,kim2009,kim,2009,exp,179,CPT + locomotor VR training,http://www.ncbi.nlm.nih.gov/pubmed/19692788,south korea,,seoul,18.7,18.7,18.7,1.0,28.0,,52.42,10.09,777.3,>1year,2.129589041,0,,,,,,,,,,,,,,,,,,,,,,,0.0,10mwt,le,,speed,USU,0.0,0.0,12,48.63,20.46,0.0,12.0,64.0,22.66,,,,,,0.5,15.37,21.58804299,,20.46,0.711968195,,0.930232558,0.662295995,,0.104454113,,0.09038755,,,,Virtual reality,1.0,False,False,7,3,False,0.662295995,False,Gait_speed,time,,10.0,False,False,21.588042986801746
274,82,kim2012,kim,2012,ctrl,180,no treatment?,https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf,south korea,,seoul,0.0,0.0,0.0,1.0,21.0,,55.0,9.645,385.0,>1year,1.054794521,0,,25.14,,,,,,,,,,,,,,,,,,,,,3.0,fim,,,,lohse,0.0,0.0,7,101.0,7.89,,7.0,101.28,8.11,,,7.0,,,0.5,0.28,8.000756214,,7.89,0.034996692,,0.869565217,0.030431906,,0.142944626,,0.108086674,,,,No treatment / control,1.0,False,False,7,2,False,0.030431906,False,FIM_Total,native,,,True,False,8.000756214258748
275,82,kim2012,kim,2012,exp,181,therapy games using nintendo wii,https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf,south korea,,seoul,4.5,4.5,4.5,1.0,21.0,,41.3,9.645,378.0,>1year,1.035616438,0,,25.14,,,,,,,,,,,,,,,,,,,,,0.0,fim,,,,lohse,0.0,0.0,10,101.5,13.64,,10.0,103.3,4.32,,,10.0,,,0.5,1.8,10.11711421,,13.64,0.177916347,,0.914285714,0.162666374,,0.101582711,,0.084914854,,,,Virtual reality,1.0,False,False,7,2,False,0.162666374,False,FIM_Total,native,,,True,False,10.117114213055025
278,84,kuys2011,kuys,2011,ctrl,184,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/20921032,australia,,brisbane,30.0,30.0,30.0,2.0,42.0,126.0,72.0,17.0,49.0,<90days,0.134246575,0,,28,,,,,,,80.0,,,,,"<4,5,6",,,,,,,,,0.0,10mwt,le,,speed,lohse,0.0,1.0,15,0.58,0.36,,15.0,0.68,0.37,0.0,0.0,12.0,0.66,0.41,0.5,0.1,0.365034245,0.08,0.382805434,0.273946901,0.208983449,0.945454545,0.259004342,0.197584352,0.06916823,0.068122469,0.061828395,0.060893606,Yes,"The authors report and intention to treat analysis, but according to their tables, it does not look like missing data were carried forward.",Conventional / standard,1.0,False,False,7,3,False,0.259004342,False,Gait_speed,native,,10.0,False,False,0.3650342449688796
279,84,kuys2011,kuys,2011,exp,185,CPT + HI treadmill,http://www.ncbi.nlm.nih.gov/pubmed/20921032,australia,,brisbane,36.3,36.3,36.3,2.0,42.0,126.0,63.0,14.0,52.0,<90days,0.142465753,0,,28,,,,,,,76.0,,,,,"<4,5,6",,,,,,,,,2.0,10mwt,le,,speed,lohse,0.0,1.0,15,0.34,0.2,,13.0,0.63,0.3,0.0,0.0,12.0,0.72,0.35,0.5,0.29,0.251151196,0.38,0.276224546,1.154682936,1.375692367,0.945454545,1.09170023,1.300654602,0.111109756,0.129750983,0.099319266,0.115982366,Yes,"The authors report and intention to treat analysis, but according to their tables, it does not look like missing data were carried forward.",Treadmill / BWSTT,1.0,False,False,7,3,False,1.09170023,False,Gait_speed,native,,10.0,False,False,0.25495097567963926
